iter	Logloss
0	0.2825135393
1	0.1239489754
2	0.06143304269
3	0.03508151604
4	0.02305171137
5	0.01707882434
6	0.01391257912
7	0.01211540317
8	0.01096744137
9	0.01030264122
10	0.009904065846
11	0.00961157059
12	0.009416130817
13	0.009286544166
14	0.009198000874
15	0.009145116914
16	0.009091161815
17	0.009045447054
18	0.00902019318
19	0.008994232252
20	0.008974651091
21	0.008953230546
22	0.008936789441
23	0.008920288224
24	0.008906454412
25	0.008898010591
26	0.008884130104
27	0.00886694574
28	0.008849019799
29	0.008838850698
30	0.00883058491
31	0.008823437162
32	0.008814255083
33	0.008806344277
34	0.008790813002
35	0.008785101915
36	0.00877756031
37	0.00876438746
38	0.008748081742
39	0.008739343642
40	0.008732396312
41	0.008727436694
42	0.008718626958
43	0.008705085892
44	0.008703082284
45	0.008698500927
46	0.008693670907
47	0.008685298967
48	0.008676251012
49	0.008663653951
50	0.008655336311
51	0.008642856869
52	0.008634100262
53	0.008624207234
54	0.008618280792
55	0.008609802937
56	0.008602177172
57	0.008597889539
58	0.00859395119
59	0.00858843244
60	0.008578935046
61	0.008576279627
62	0.00856531078
63	0.00855017708
64	0.008541401846
65	0.008535892316
66	0.008530370818
67	0.008521150887
68	0.008510108896
69	0.008496208651
70	0.00848594637
71	0.008476495055
72	0.008468759015
73	0.008463674953
74	0.008457025762
75	0.008452745737
76	0.008449405114
77	0.008445272496
78	0.008434606824
79	0.008429292264
80	0.008424287973
81	0.008417918917
82	0.008411781921
83	0.008405372699
84	0.008394885807
85	0.008386522361
86	0.008375117058
87	0.00836818522
88	0.008365067093
89	0.008361260293
90	0.008356923673
91	0.008351771585
92	0.008345361665
93	0.00834054747
94	0.008337688057
95	0.008324927776
96	0.008317582318
97	0.008314183252
98	0.008303586953
99	0.008293591737
100	0.008288605806
101	0.008282431158
102	0.008268732347
103	0.008266382724
104	0.00826062554
105	0.008252612435
106	0.008248697603
107	0.008245191962
108	0.008239182374
109	0.008232306201
110	0.008229821088
111	0.008227098137
112	0.008221545399
113	0.008217503101
114	0.008209649208
115	0.008205551594
116	0.008201775128
117	0.008198590153
118	0.008196536966
119	0.008192031958
120	0.008189779196
121	0.008185344993
122	0.008175058507
123	0.008172460051
124	0.008169115501
125	0.008162517107
126	0.008156956938
127	0.00815595822
128	0.008152203216
129	0.008148305059
130	0.008141773228
131	0.008139467621
132	0.00813688031
133	0.008134764451
134	0.008131037418
135	0.008127918403
136	0.008121406169
137	0.008113521983
138	0.008103788669
139	0.008097485897
140	0.008090966709
141	0.008084169553
142	0.008080243508
143	0.008075152146
144	0.00807027572
145	0.008065950666
146	0.008061817418
147	0.008059029793
148	0.008046921107
149	0.008037569139
150	0.008031905252
151	0.008025622209
152	0.008021815371
153	0.008020085286
154	0.008013009672
155	0.008008884923
156	0.00800288375
157	0.007998414354
158	0.007993726368
159	0.007990513884
160	0.007988787264
161	0.007980116536
162	0.007978213088
163	0.007973132774
164	0.007959065714
165	0.007955849464
166	0.007947340429
167	0.007942712646
168	0.007934473545
169	0.007928397209
170	0.00791987641
171	0.007911687708
172	0.007901217549
173	0.007897478867
174	0.007895233311
175	0.007890856221
176	0.007886534215
177	0.007881164637
178	0.007879585398
179	0.007875319855
180	0.007870455287
181	0.00786665655
182	0.007864203209
183	0.007860007204
184	0.007851862296
185	0.007848134467
186	0.007843767866
187	0.007841604507
188	0.007829780618
189	0.007822224914
190	0.007816964085
191	0.007813068449
192	0.007807329941
193	0.00779998829
194	0.007794270541
195	0.007788225701
196	0.007781204387
197	0.007769815476
198	0.007765776555
199	0.007759108739
200	0.0077546802
201	0.007751372864
202	0.007746637002
203	0.007742345518
204	0.007733897239
205	0.007731846485
206	0.007722228834
207	0.00771836291
208	0.00771482651
209	0.007711290953
210	0.007703354652
211	0.007699148072
212	0.007694756203
213	0.007690524584
214	0.007681377508
215	0.007675071703
216	0.007671429601
217	0.007664906001
218	0.007661455678
219	0.007653437563
220	0.007644831519
221	0.007640627004
222	0.007637886948
223	0.007632435924
224	0.007628423936
225	0.007625401287
226	0.007622823019
227	0.00761920436
228	0.007616605612
229	0.007612381312
230	0.00760818359
231	0.007602649707
232	0.007599223947
233	0.007592946357
234	0.007586703804
235	0.007582157065
236	0.007575025313
237	0.007571076188
238	0.007567012692
239	0.007565068047
240	0.00756169801
241	0.007555340045
242	0.007550907035
243	0.007546972701
244	0.007545000344
245	0.007538650232
246	0.007533340823
247	0.00752442327
248	0.007522571329
249	0.00751319512
250	0.00751154148
251	0.007509079292
252	0.00750592923
253	0.007499026337
254	0.007491885654
255	0.007486848886
256	0.007481455721
257	0.007478752493
258	0.007476853121
259	0.007470905975
260	0.007464387559
261	0.007461678344
262	0.007460302037
263	0.007454881734
264	0.007451005117
265	0.007441227707
266	0.007435399683
267	0.007431337934
268	0.007426323426
269	0.007420349984
270	0.007418087051
271	0.007413662146
272	0.007409383868
273	0.007400287063
274	0.007396686743
275	0.007394593076
276	0.007392606679
277	0.007387570622
278	0.007384659535
279	0.007377742106
280	0.007376432568
281	0.007372627847
282	0.007364146289
283	0.007360643292
284	0.007357469179
285	0.007351003107
286	0.007346338833
287	0.007343377792
288	0.007340568006
289	0.007335788132
290	0.007331214962
291	0.007325628941
292	0.007319600142
293	0.007314666113
294	0.007310071917
295	0.007305853208
296	0.007301761068
297	0.007300197873
298	0.007294808932
299	0.007291323982
300	0.007279387172
301	0.00727388136
302	0.007269520266
303	0.007264770594
304	0.007259666889
305	0.007256904763
306	0.007254004453
307	0.007251712095
308	0.007245370511
309	0.007232046652
310	0.007225396075
311	0.007221959006
312	0.00721916153
313	0.007215707018
314	0.00720658009
315	0.007204987292
316	0.007202394076
317	0.007199138724
318	0.007197483464
319	0.007193960596
320	0.007192195462
321	0.007182127325
322	0.007177949888
323	0.00717445433
324	0.007173428255
325	0.007169544679
326	0.007164203801
327	0.007158474113
328	0.007152292034
329	0.007151225314
330	0.007148803532
331	0.007146308536
332	0.007144200826
333	0.007142423362
334	0.007138149126
335	0.007132799118
336	0.007130472148
337	0.007127903373
338	0.007127007884
339	0.007124646747
340	0.007118337714
341	0.007111888813
342	0.007106919129
343	0.007100236099
344	0.007095539486
345	0.007093711851
346	0.00708822398
347	0.007086452244
348	0.007081962752
349	0.007079697756
350	0.007078787749
351	0.007074885301
352	0.007073929649
353	0.007063426027
354	0.007057378921
355	0.007055091087
356	0.007048022772
357	0.007042118736
358	0.00703822561
359	0.007035706946
360	0.007030388734
361	0.007026189564
362	0.007024062598
363	0.007017315355
364	0.007014003395
365	0.007010142102
366	0.007007723244
367	0.007001857432
368	0.006995737432
369	0.006985287768
370	0.006979315404
371	0.006978514223
372	0.00697378479
373	0.006970765213
374	0.00696589075
375	0.006961857168
376	0.006955502282
377	0.006950767757
378	0.006946616231
379	0.006943357541
380	0.006940835595
381	0.006938810394
382	0.006933951296
383	0.006931737295
384	0.006926929259
385	0.006925882412
386	0.006922767762
387	0.006920554555
388	0.006914828083
389	0.006909380935
390	0.006908518161
391	0.006905221788
392	0.006902034534
393	0.006897410117
394	0.006895605196
395	0.006890138735
396	0.006887523997
397	0.006884347595
398	0.00688235335
399	0.006876921163
400	0.006871111318
401	0.00686770788
402	0.006864767345
403	0.006862700295
404	0.006860031758
405	0.006859169195
406	0.006854694197
407	0.006846247364
408	0.006840492448
409	0.006838099831
410	0.006835168215
411	0.006831263272
412	0.006827029356
413	0.006825258478
414	0.0068236448
415	0.006820596344
416	0.006820052044
417	0.006818293261
418	0.006814653703
419	0.006812932195
420	0.006805710373
421	0.006798260334
422	0.006794454715
423	0.00679389029
424	0.006788654099
425	0.006783849473
426	0.006782954474
427	0.006779824477
428	0.006778766957
429	0.006776439533
430	0.006769456524
431	0.006768374702
432	0.006767220116
433	0.006765037173
434	0.006763302724
435	0.006762416411
436	0.006758122297
437	0.006753396633
438	0.006751159317
439	0.006747299055
440	0.006743870615
441	0.006737927737
442	0.006736893498
443	0.006736055612
444	0.006735344994
445	0.006731359907
446	0.006726295273
447	0.006721110264
448	0.006718590132
449	0.006717880606
450	0.006712108158
451	0.006711084332
452	0.006704896935
453	0.006700208451
454	0.006690961086
455	0.006689627958
456	0.006688877241
457	0.00668751111
458	0.006684071976
459	0.006683142538
460	0.006676996844
461	0.006669400836
462	0.006660727993
463	0.006654216364
464	0.006649184334
465	0.00664203013
466	0.00664161325
467	0.006634834509
468	0.006627272375
469	0.006624465235
470	0.006621806396
471	0.006617184023
472	0.006609186584
473	0.006604798634
474	0.006598119653
475	0.006596678883
476	0.006595609581
477	0.00659054415
478	0.006587705624
479	0.006580757517
480	0.006580151429
481	0.006576115781
482	0.006575604089
483	0.006573407991
484	0.006572159203
485	0.006570497223
486	0.006564512567
487	0.00656288158
488	0.006561339515
489	0.006557593311
490	0.006552756833
491	0.006546562341
492	0.006545237395
493	0.006542735132
494	0.006537009188
495	0.006529937556
496	0.006522149074
497	0.006519849598
498	0.00651901195
499	0.006518322288
500	0.006516137662
501	0.006513528979
502	0.006511628061
503	0.00650943985
504	0.006506201065
505	0.006502855066
506	0.006498066099
507	0.006495673771
508	0.006494630284
509	0.00649002495
510	0.006487980846
511	0.006485462484
512	0.006483237395
513	0.006480704648
514	0.006479467071
515	0.006478128624
516	0.006476901988
517	0.006474709107
518	0.006473921588
519	0.006473376313
520	0.00647166243
521	0.006464904274
522	0.006463449751
523	0.006462561812
524	0.006462161625
525	0.006457418408
526	0.006451960921
527	0.006449900266
528	0.006448829784
529	0.006447681657
530	0.006442288995
531	0.006439157596
532	0.006434384622
533	0.006430844578
534	0.006429293168
535	0.006423581312
536	0.006417660004
537	0.006415496711
538	0.006413360694
539	0.006411449731
540	0.0064064629
541	0.006406077767
542	0.006404527135
543	0.00640111426
544	0.006398681384
545	0.006396725972
546	0.006396103609
547	0.006394092753
548	0.006386522242
549	0.006377371172
550	0.006376230468
551	0.006375067676
552	0.006371490939
553	0.006364930671
554	0.006363538326
555	0.006362447369
556	0.006360376446
557	0.006359195367
558	0.006357610248
559	0.006357166742
560	0.006352665383
561	0.006350523991
562	0.00634137684
563	0.006339337346
564	0.006337597467
565	0.006335449156
566	0.006333053019
567	0.006328188877
568	0.006326461172
569	0.006322280912
570	0.00631174286
571	0.006304716064
572	0.006299922191
573	0.006292936374
574	0.006291310281
575	0.00629004408
576	0.006287434502
577	0.006285003654
578	0.006279705171
579	0.006270219797
580	0.00626753091
581	0.006264905464
582	0.006263956687
583	0.006255807843
584	0.006255193848
585	0.006254728865
586	0.006249379612
587	0.006246555622
588	0.006243558573
589	0.006243208255
590	0.006241157495
591	0.00623380646
592	0.006231427086
593	0.006227247351
594	0.006225714787
595	0.006223969148
596	0.006218838209
597	0.00621391453
598	0.006207528894
599	0.006203272858
600	0.006199391059
601	0.006196048941
602	0.006190824358
603	0.006189551976
604	0.006182625392
605	0.00617800989
606	0.006171567519
607	0.006166962517
608	0.006163454856
609	0.006158846424
610	0.006157733716
611	0.006151478009
612	0.006150078471
613	0.006146208037
614	0.006143347847
615	0.006139656999
616	0.006138477834
617	0.006137305742
618	0.006136822167
619	0.006131912893
620	0.006128297605
621	0.006124436758
622	0.006123029729
623	0.006117986466
624	0.00611690887
625	0.006114782677
626	0.006112989149
627	0.006109735717
628	0.006108385411
629	0.00610714418
630	0.006105054802
631	0.006104417687
632	0.006103439991
633	0.006102023095
634	0.006099744894
635	0.006095559499
636	0.006094561787
637	0.006091850172
638	0.006090988668
639	0.006089155614
640	0.006085763015
641	0.006083644215
642	0.006082779225
643	0.006078119961
644	0.006073362744
645	0.006067335137
646	0.006066981902
647	0.006063286366
648	0.006061614663
649	0.006060390747
650	0.006056956706
651	0.006053402423
652	0.006052232468
653	0.006047792773
654	0.006044444799
655	0.006042164435
656	0.006040834748
657	0.006037843233
658	0.006032050178
659	0.00602682949
660	0.006023998651
661	0.006021361185
662	0.006017700289
663	0.00601698097
664	0.006012963629
665	0.00601197756
666	0.006011254627
667	0.006006346418
668	0.00600330545
669	0.006000334451
670	0.005999317341
671	0.005995179453
672	0.005994555444
673	0.005992910212
674	0.005990163683
675	0.005987276735
676	0.005980470605
677	0.005979639233
678	0.005975388211
679	0.00597210118
680	0.005971551382
681	0.005967586209
682	0.005965828193
683	0.005961324359
684	0.005956151235
685	0.005954296631
686	0.005953968708
687	0.005952685438
688	0.005949004561
689	0.005945272614
690	0.005942635112
691	0.005941803178
692	0.005939661784
693	0.005937208754
694	0.005933025389
695	0.005929855284
696	0.005928111047
697	0.005925139581
698	0.005924632031
699	0.005923308491
700	0.005918052799
701	0.0059155024
702	0.005914927475
703	0.005911415537
704	0.005907268585
705	0.005903654696
706	0.005897965172
707	0.005895338488
708	0.005892760232
709	0.005892128882
710	0.005891464515
711	0.005890750643
712	0.005888733659
713	0.005887862364
714	0.005887566556
715	0.005884957847
716	0.005883962389
717	0.005876270442
718	0.005868475846
719	0.005864398701
720	0.005861192106
721	0.005859239975
722	0.005856816819
723	0.005855786262
724	0.005853251663
725	0.005847027627
726	0.005842213734
727	0.005840626204
728	0.005833991819
729	0.005825590345
730	0.00582388949
731	0.005819883238
732	0.005818766642
733	0.005814349465
734	0.005812819358
735	0.005811876637
736	0.005811442617
737	0.005809819567
738	0.005806106407
739	0.005805605997
740	0.00580048139
741	0.005797690872
742	0.00579405613
743	0.005790548553
744	0.005788475125
745	0.005786714424
746	0.005783851113
747	0.005782236305
748	0.005777975845
749	0.005777049481
750	0.005770770473
751	0.005769382369
752	0.005763064195
753	0.005760169916
754	0.005758718112
755	0.005755988021
756	0.00575076098
757	0.005750092682
758	0.005742871531
759	0.005737732996
760	0.005736657113
761	0.005734889004
762	0.00572997557
763	0.005725080696
764	0.005722387864
765	0.00572125742
766	0.005717836877
767	0.005716095533
768	0.005713490446
769	0.005713091506
770	0.005710687476
771	0.005703771796
772	0.005701209391
773	0.005696913722
774	0.005696072373
775	0.005693255523
776	0.005692485313
777	0.005690883309
778	0.005688935708
779	0.005688076755
780	0.005683408
781	0.005679513091
782	0.005675933774
783	0.005673929323
784	0.00567001229
785	0.005668061919
786	0.00566481286
787	0.005664182981
788	0.005660459765
789	0.005658127931
790	0.005654965742
791	0.005654159504
792	0.005651724308
793	0.005649707098
794	0.00564725633
795	0.005642447512
796	0.005641282338
797	0.005640426668
798	0.005640022515
799	0.005638892914
800	0.005636038912
801	0.005633132659
802	0.005629751606
803	0.005627031706
804	0.005621885798
805	0.005619124968
806	0.00561735471
807	0.005613976831
808	0.005608779283
809	0.005605809415
810	0.005604962683
811	0.005603617969
812	0.005601162743
813	0.005598868036
814	0.005597131359
815	0.005593775367
816	0.005591635678
817	0.005591318729
818	0.005588475625
819	0.005583625932
820	0.005580896233
821	0.005579982545
822	0.005578803607
823	0.005575571237
824	0.005574257613
825	0.005565412862
826	0.005563505435
827	0.005560385112
828	0.005555932029
829	0.005553477239
830	0.005550618417
831	0.005550387122
832	0.005548679252
833	0.00554068615
834	0.005537065008
835	0.005534767248
836	0.005532924064
837	0.005531755851
838	0.005527552694
839	0.005527048693
840	0.005522077181
841	0.005521572893
842	0.005519384311
843	0.005518129648
844	0.005517736933
845	0.005513724939
846	0.005510356569
847	0.005506896431
848	0.005505987584
849	0.005500598923
850	0.005499802742
851	0.005497970118
852	0.00549477067
853	0.00548792999
854	0.005487605201
855	0.005481471117
856	0.005480866371
857	0.00547928694
858	0.005477930036
859	0.005475163857
860	0.005469293781
861	0.005466452977
862	0.005461505904
863	0.005458136499
864	0.005454806758
865	0.005452289877
866	0.005450367408
867	0.005447925944
868	0.005445837427
869	0.005441806005
870	0.005436702407
871	0.005434988558
872	0.005432936742
873	0.005429210186
874	0.005425265189
875	0.005424064645
876	0.00542058986
877	0.00541494121
878	0.005411194138
879	0.005410268125
880	0.005408716945
881	0.005408433489
882	0.00540774087
883	0.00540575586
884	0.00540205466
885	0.005400860035
886	0.005399574275
887	0.005398513013
888	0.005396098884
889	0.005394330092
890	0.005392998024
891	0.005387141077
892	0.005386595278
893	0.00538406359
894	0.005379506741
895	0.005377346693
896	0.005374775462
897	0.005368068071
898	0.0053634178
899	0.005354127474
900	0.005346799953
901	0.005345320677
902	0.00533581934
903	0.005335549596
904	0.0053300239
905	0.005328377475
906	0.005327444868
907	0.005325141418
908	0.005324689961
909	0.00532047104
910	0.005319752708
911	0.005317283092
912	0.005311465815
913	0.005310805363
914	0.005305666945
915	0.005302478538
916	0.005297232277
917	0.005296312544
918	0.005293634611
919	0.005289928743
920	0.005288460973
921	0.005286365341
922	0.005282313571
923	0.005280466478
924	0.005273464439
925	0.005272129
926	0.005270239409
927	0.005267148804
928	0.005263728247
929	0.005260350603
930	0.005258564037
931	0.005258338734
932	0.005257038544
933	0.005255567523
934	0.005254558316
935	0.00524753657
936	0.005246524096
937	0.005244482026
938	0.005242600763
939	0.005239938823
940	0.005237153534
941	0.005236902866
942	0.005235566944
943	0.005234603566
944	0.005233176754
945	0.00523076701
946	0.005225741366
947	0.005222014813
948	0.005220974801
949	0.005217773246
950	0.005211542871
951	0.005207400916
952	0.005206217572
953	0.005205755818
954	0.005202899983
955	0.005201953322
956	0.005200784511
957	0.005195970922
958	0.005189191948
959	0.005188915262
960	0.005185878163
961	0.005182945762
962	0.005180127417
963	0.005179962437
964	0.005176518572
965	0.005174159172
966	0.005170253238
967	0.005166363508
968	0.005163812891
969	0.005159711777
970	0.005157703356
971	0.005153777857
972	0.005152710619
973	0.005148316011
974	0.005146255135
975	0.005144754992
976	0.005140607057
977	0.005139783166
978	0.005134748705
979	0.005134213517
980	0.005130296556
981	0.005127029802
982	0.005124522133
983	0.005123390569
984	0.005119443717
985	0.005117430943
986	0.005115544459
987	0.005112281258
988	0.005110805056
989	0.005106786183
990	0.005104995226
991	0.005103240354
992	0.00510283402
993	0.005101435231
994	0.005100567695
995	0.005097484571
996	0.005092895096
997	0.00508774209
998	0.005087291127
999	0.005083404158
